network,beta,run,peak
ER,0.001,0,0.001
ER,0.001,1,0.0019
ER,0.001,2,0.001
ER,0.001,3,0.0011
ER,0.001,4,0.0011
ER,0.001,5,0.0012
ER,0.001,6,0.0013
ER,0.001,7,0.0012
ER,0.001,8,0.001
ER,0.001,9,0.001
ER,0.001,10,0.001
ER,0.001,11,0.001
ER,0.001,12,0.001
ER,0.001,13,0.0022
ER,0.001,14,0.001
ER,0.001,15,0.0013
ER,0.001,16,0.0011
ER,0.001,17,0.001
ER,0.001,18,0.001
ER,0.001,19,0.0012
ER,0.001,20,0.001
ER,0.001,21,0.001
ER,0.001,22,0.0012
ER,0.001,23,0.0019
ER,0.001,24,0.0011
ER,0.001,25,0.0011
ER,0.001,26,0.001
ER,0.001,27,0.001
ER,0.001,28,0.001
ER,0.001,29,0.0013
ER,0.001,30,0.001
ER,0.001,31,0.0013
ER,0.001,32,0.0014
ER,0.001,33,0.0011
ER,0.001,34,0.0011
ER,0.001,35,0.0012
ER,0.001,36,0.0013
ER,0.001,37,0.0016
ER,0.001,38,0.001
ER,0.001,39,0.0012
ER,0.001,40,0.001
ER,0.001,41,0.0029
ER,0.001,42,0.001
ER,0.001,43,0.001
ER,0.001,44,0.0016
ER,0.001,45,0.0014
ER,0.001,46,0.001
ER,0.001,47,0.0013
ER,0.001,48,0.0011
ER,0.001,49,0.001
ER,0.001,50,0.0012
ER,0.001,51,0.0013
ER,0.001,52,0.0014
ER,0.001,53,0.001
ER,0.001,54,0.001
ER,0.001,55,0.0011
ER,0.001,56,0.0011
ER,0.001,57,0.001
ER,0.001,58,0.001
ER,0.001,59,0.0016
ER,0.001,60,0.001
ER,0.001,61,0.001
ER,0.001,62,0.001
ER,0.001,63,0.0011
ER,0.001,64,0.002
ER,0.001,65,0.0011
ER,0.001,66,0.001
ER,0.001,67,0.0011
ER,0.001,68,0.0011
ER,0.001,69,0.0013
ER,0.001,70,0.0011
ER,0.001,71,0.0011
ER,0.001,72,0.001
ER,0.001,73,0.0011
ER,0.001,74,0.0011
ER,0.001,75,0.001
ER,0.001,76,0.001
ER,0.001,77,0.0011
ER,0.001,78,0.0011
ER,0.001,79,0.0012
ER,0.001,80,0.0013
ER,0.001,81,0.0011
ER,0.001,82,0.0011
ER,0.001,83,0.001
ER,0.001,84,0.001
ER,0.001,85,0.001
ER,0.001,86,0.0013
ER,0.001,87,0.0013
ER,0.001,88,0.0013
ER,0.001,89,0.001
ER,0.001,90,0.001
ER,0.001,91,0.0015
ER,0.001,92,0.001
ER,0.001,93,0.0015
ER,0.001,94,0.0013
ER,0.001,95,0.001
ER,0.001,96,0.0018
ER,0.001,97,0.0014
ER,0.001,98,0.0018
ER,0.001,99,0.0011
ER,0.001,100,0.0013
ER,0.001,101,0.0018
ER,0.001,102,0.0011
ER,0.001,103,0.0014
ER,0.001,104,0.001
ER,0.001,105,0.0017
ER,0.001,106,0.001
ER,0.001,107,0.001
ER,0.001,108,0.001
ER,0.001,109,0.0014
ER,0.001,110,0.001
ER,0.001,111,0.001
ER,0.001,112,0.0011
ER,0.001,113,0.0011
ER,0.001,114,0.001
ER,0.001,115,0.001
ER,0.001,116,0.001
ER,0.001,117,0.001
ER,0.001,118,0.001
ER,0.001,119,0.001
ER,0.001,120,0.001
ER,0.001,121,0.001
ER,0.001,122,0.0013
ER,0.001,123,0.0011
ER,0.001,124,0.0011
ER,0.001,125,0.001
ER,0.001,126,0.001
ER,0.001,127,0.0013
ER,0.001,128,0.0011
ER,0.001,129,0.001
ER,0.001,130,0.001
ER,0.001,131,0.0012
ER,0.001,132,0.0012
ER,0.001,133,0.0011
ER,0.001,134,0.001
ER,0.001,135,0.001
ER,0.001,136,0.0012
ER,0.001,137,0.0012
ER,0.001,138,0.0016
ER,0.001,139,0.0011
ER,0.001,140,0.0015
ER,0.001,141,0.0011
ER,0.001,142,0.0012
ER,0.001,143,0.0014
ER,0.001,144,0.0016
ER,0.001,145,0.0016
ER,0.001,146,0.001
ER,0.001,147,0.001
ER,0.001,148,0.0011
ER,0.001,149,0.0012
ER,0.001,150,0.0024
ER,0.001,151,0.0012
ER,0.001,152,0.001
ER,0.001,153,0.001
ER,0.001,154,0.001
ER,0.001,155,0.001
ER,0.001,156,0.0012
ER,0.001,157,0.001
ER,0.001,158,0.0014
ER,0.001,159,0.0014
ER,0.001,160,0.001
ER,0.001,161,0.001
ER,0.001,162,0.0011
ER,0.001,163,0.0011
ER,0.001,164,0.001
ER,0.001,165,0.001
ER,0.001,166,0.0011
ER,0.001,167,0.0011
ER,0.001,168,0.0011
ER,0.001,169,0.001
ER,0.001,170,0.0013
ER,0.001,171,0.0013
ER,0.001,172,0.0011
ER,0.001,173,0.001
ER,0.001,174,0.001
ER,0.001,175,0.001
ER,0.001,176,0.0015
ER,0.001,177,0.0011
ER,0.001,178,0.0011
ER,0.001,179,0.0014
ER,0.001,180,0.0025
ER,0.001,181,0.0011
ER,0.001,182,0.0012
ER,0.001,183,0.0015
ER,0.001,184,0.0012
ER,0.001,185,0.0014
ER,0.001,186,0.0015
ER,0.001,187,0.0016
ER,0.001,188,0.001
ER,0.001,189,0.001
ER,0.001,190,0.0011
ER,0.001,191,0.001
ER,0.001,192,0.0014
ER,0.001,193,0.0015
ER,0.001,194,0.0016
ER,0.001,195,0.001
ER,0.001,196,0.001
ER,0.001,197,0.001
ER,0.001,198,0.001
ER,0.001,199,0.0012
BA,0.001,0,0.0013
BA,0.001,1,0.001
BA,0.001,2,0.0037
BA,0.001,3,0.0052
BA,0.001,4,0.0065
BA,0.001,5,0.001
BA,0.001,6,0.003
BA,0.001,7,0.001
BA,0.001,8,0.0016
BA,0.001,9,0.0056
BA,0.001,10,0.0012
BA,0.001,11,0.008
BA,0.001,12,0.0012
BA,0.001,13,0.003
BA,0.001,14,0.0011
BA,0.001,15,0.001
BA,0.001,16,0.0011
BA,0.001,17,0.001
BA,0.001,18,0.001
BA,0.001,19,0.0014
BA,0.001,20,0.0017
BA,0.001,21,0.001
BA,0.001,22,0.0012
BA,0.001,23,0.0011
BA,0.001,24,0.0047
BA,0.001,25,0.001
BA,0.001,26,0.0028
BA,0.001,27,0.0024
BA,0.001,28,0.0063
BA,0.001,29,0.001
BA,0.001,30,0.0029
BA,0.001,31,0.0044
BA,0.001,32,0.002
BA,0.001,33,0.001
BA,0.001,34,0.0014
BA,0.001,35,0.0011
BA,0.001,36,0.002
BA,0.001,37,0.0026
BA,0.001,38,0.003
BA,0.001,39,0.0017
BA,0.001,40,0.001
BA,0.001,41,0.0052
BA,0.001,42,0.0012
BA,0.001,43,0.001
BA,0.001,44,0.0132
BA,0.001,45,0.0049
BA,0.001,46,0.001
BA,0.001,47,0.0011
BA,0.001,48,0.001
BA,0.001,49,0.002
BA,0.001,50,0.0012
BA,0.001,51,0.0011
BA,0.001,52,0.001
BA,0.001,53,0.001
BA,0.001,54,0.001
BA,0.001,55,0.0011
BA,0.001,56,0.0025
BA,0.001,57,0.0011
BA,0.001,58,0.001
BA,0.001,59,0.0089
BA,0.001,60,0.001
BA,0.001,61,0.0016
BA,0.001,62,0.0017
BA,0.001,63,0.0012
BA,0.001,64,0.0011
BA,0.001,65,0.0012
BA,0.001,66,0.004
BA,0.001,67,0.001
BA,0.001,68,0.0022
BA,0.001,69,0.0013
BA,0.001,70,0.001
BA,0.001,71,0.0011
BA,0.001,72,0.001
BA,0.001,73,0.0012
BA,0.001,74,0.001
BA,0.001,75,0.001
BA,0.001,76,0.001
BA,0.001,77,0.001
BA,0.001,78,0.0012
BA,0.001,79,0.0022
BA,0.001,80,0.0017
BA,0.001,81,0.0096
BA,0.001,82,0.0011
BA,0.001,83,0.0028
BA,0.001,84,0.0043
BA,0.001,85,0.001
BA,0.001,86,0.001
BA,0.001,87,0.001
BA,0.001,88,0.0017
BA,0.001,89,0.0025
BA,0.001,90,0.0022
BA,0.001,91,0.0015
BA,0.001,92,0.0022
BA,0.001,93,0.0059
BA,0.001,94,0.0012
BA,0.001,95,0.0011
BA,0.001,96,0.0038
BA,0.001,97,0.0062
BA,0.001,98,0.0055
BA,0.001,99,0.0022
BA,0.001,100,0.001
BA,0.001,101,0.0023
BA,0.001,102,0.001
BA,0.001,103,0.0011
BA,0.001,104,0.0114
BA,0.001,105,0.0018
BA,0.001,106,0.0026
BA,0.001,107,0.0042
BA,0.001,108,0.0074
BA,0.001,109,0.0014
BA,0.001,110,0.0026
BA,0.001,111,0.0035
BA,0.001,112,0.0028
BA,0.001,113,0.0016
BA,0.001,114,0.0045
BA,0.001,115,0.001
BA,0.001,116,0.0011
BA,0.001,117,0.0016
BA,0.001,118,0.0012
BA,0.001,119,0.0012
BA,0.001,120,0.0014
BA,0.001,121,0.001
BA,0.001,122,0.001
BA,0.001,123,0.0012
BA,0.001,124,0.001
BA,0.001,125,0.001
BA,0.001,126,0.001
BA,0.001,127,0.001
BA,0.001,128,0.0055
BA,0.001,129,0.0018
BA,0.001,130,0.0061
BA,0.001,131,0.0043
BA,0.001,132,0.001
BA,0.001,133,0.001
BA,0.001,134,0.001
BA,0.001,135,0.0016
BA,0.001,136,0.001
BA,0.001,137,0.001
BA,0.001,138,0.0013
BA,0.001,139,0.0011
BA,0.001,140,0.0026
BA,0.001,141,0.0039
BA,0.001,142,0.0012
BA,0.001,143,0.0025
BA,0.001,144,0.001
BA,0.001,145,0.0017
BA,0.001,146,0.0084
BA,0.001,147,0.0013
BA,0.001,148,0.0035
BA,0.001,149,0.001
BA,0.001,150,0.0036
BA,0.001,151,0.0015
BA,0.001,152,0.001
BA,0.001,153,0.001
BA,0.001,154,0.0046
BA,0.001,155,0.0054
BA,0.001,156,0.0017
BA,0.001,157,0.0025
BA,0.001,158,0.0046
BA,0.001,159,0.0085
BA,0.001,160,0.0035
BA,0.001,161,0.0012
BA,0.001,162,0.0011
BA,0.001,163,0.0011
BA,0.001,164,0.001
BA,0.001,165,0.0014
BA,0.001,166,0.0011
BA,0.001,167,0.0032
BA,0.001,168,0.0033
BA,0.001,169,0.001
BA,0.001,170,0.002
BA,0.001,171,0.0091
BA,0.001,172,0.0027
BA,0.001,173,0.0112
BA,0.001,174,0.0034
BA,0.001,175,0.0026
BA,0.001,176,0.0012
BA,0.001,177,0.0052
BA,0.001,178,0.0017
BA,0.001,179,0.0101
BA,0.001,180,0.0038
BA,0.001,181,0.0019
BA,0.001,182,0.001
BA,0.001,183,0.0031
BA,0.001,184,0.0013
BA,0.001,185,0.001
BA,0.001,186,0.0028
BA,0.001,187,0.0045
BA,0.001,188,0.003
BA,0.001,189,0.001
BA,0.001,190,0.001
BA,0.001,191,0.001
BA,0.001,192,0.0022
BA,0.001,193,0.0022
BA,0.001,194,0.0012
BA,0.001,195,0.0014
BA,0.001,196,0.001
BA,0.001,197,0.0021
BA,0.001,198,0.0043
BA,0.001,199,0.0012
ER,0.0015,0,0.0015
ER,0.0015,1,0.0011
ER,0.0015,2,0.003
ER,0.0015,3,0.001
ER,0.0015,4,0.002
ER,0.0015,5,0.0018
ER,0.0015,6,0.0018
ER,0.0015,7,0.0018
ER,0.0015,8,0.0011
ER,0.0015,9,0.0025
ER,0.0015,10,0.0013
ER,0.0015,11,0.0015
ER,0.0015,12,0.0031
ER,0.0015,13,0.0018
ER,0.0015,14,0.0017
ER,0.0015,15,0.0013
ER,0.0015,16,0.0019
ER,0.0015,17,0.001
ER,0.0015,18,0.0033
ER,0.0015,19,0.0018
ER,0.0015,20,0.002
ER,0.0015,21,0.0012
ER,0.0015,22,0.0012
ER,0.0015,23,0.0012
ER,0.0015,24,0.0016
ER,0.0015,25,0.0014
ER,0.0015,26,0.0015
ER,0.0015,27,0.0012
ER,0.0015,28,0.0013
ER,0.0015,29,0.001
ER,0.0015,30,0.0019
ER,0.0015,31,0.0019
ER,0.0015,32,0.0014
ER,0.0015,33,0.0011
ER,0.0015,34,0.0016
ER,0.0015,35,0.0019
ER,0.0015,36,0.0014
ER,0.0015,37,0.0011
ER,0.0015,38,0.0016
ER,0.0015,39,0.0011
ER,0.0015,40,0.0016
ER,0.0015,41,0.001
ER,0.0015,42,0.001
ER,0.0015,43,0.0011
ER,0.0015,44,0.0011
ER,0.0015,45,0.001
ER,0.0015,46,0.001
ER,0.0015,47,0.0016
ER,0.0015,48,0.0011
ER,0.0015,49,0.0021
ER,0.0015,50,0.0011
ER,0.0015,51,0.0016
ER,0.0015,52,0.0031
ER,0.0015,53,0.0013
ER,0.0015,54,0.0012
ER,0.0015,55,0.0013
ER,0.0015,56,0.0012
ER,0.0015,57,0.0018
ER,0.0015,58,0.0022
ER,0.0015,59,0.0013
ER,0.0015,60,0.001
ER,0.0015,61,0.0029
ER,0.0015,62,0.0017
ER,0.0015,63,0.0012
ER,0.0015,64,0.001
ER,0.0015,65,0.001
ER,0.0015,66,0.0012
ER,0.0015,67,0.0015
ER,0.0015,68,0.0011
ER,0.0015,69,0.0015
ER,0.0015,70,0.002
ER,0.0015,71,0.0023
ER,0.0015,72,0.0011
ER,0.0015,73,0.0024
ER,0.0015,74,0.001
ER,0.0015,75,0.0012
ER,0.0015,76,0.0029
ER,0.0015,77,0.001
ER,0.0015,78,0.0014
ER,0.0015,79,0.0014
ER,0.0015,80,0.0024
ER,0.0015,81,0.0026
ER,0.0015,82,0.0014
ER,0.0015,83,0.0012
ER,0.0015,84,0.0015
ER,0.0015,85,0.0014
ER,0.0015,86,0.0011
ER,0.0015,87,0.0012
ER,0.0015,88,0.001
ER,0.0015,89,0.0023
ER,0.0015,90,0.001
ER,0.0015,91,0.0017
ER,0.0015,92,0.001
ER,0.0015,93,0.0011
ER,0.0015,94,0.0019
ER,0.0015,95,0.0014
ER,0.0015,96,0.0017
ER,0.0015,97,0.0018
ER,0.0015,98,0.001
ER,0.0015,99,0.0012
ER,0.0015,100,0.001
ER,0.0015,101,0.0018
ER,0.0015,102,0.0018
ER,0.0015,103,0.001
ER,0.0015,104,0.0015
ER,0.0015,105,0.0013
ER,0.0015,106,0.0027
ER,0.0015,107,0.0015
ER,0.0015,108,0.0021
ER,0.0015,109,0.0018
ER,0.0015,110,0.0017
ER,0.0015,111,0.002
ER,0.0015,112,0.001
ER,0.0015,113,0.0011
ER,0.0015,114,0.0018
ER,0.0015,115,0.0014
ER,0.0015,116,0.0016
ER,0.0015,117,0.0012
ER,0.0015,118,0.001
ER,0.0015,119,0.0026
ER,0.0015,120,0.0017
ER,0.0015,121,0.0011
ER,0.0015,122,0.002
ER,0.0015,123,0.0023
ER,0.0015,124,0.0018
ER,0.0015,125,0.002
ER,0.0015,126,0.001
ER,0.0015,127,0.0016
ER,0.0015,128,0.0011
ER,0.0015,129,0.0014
ER,0.0015,130,0.0013
ER,0.0015,131,0.001
ER,0.0015,132,0.0027
ER,0.0015,133,0.0011
ER,0.0015,134,0.0021
ER,0.0015,135,0.0015
ER,0.0015,136,0.002
ER,0.0015,137,0.0015
ER,0.0015,138,0.0018
ER,0.0015,139,0.0017
ER,0.0015,140,0.0012
ER,0.0015,141,0.0014
ER,0.0015,142,0.0022
ER,0.0015,143,0.0013
ER,0.0015,144,0.001
ER,0.0015,145,0.0011
ER,0.0015,146,0.0018
ER,0.0015,147,0.0018
ER,0.0015,148,0.0027
ER,0.0015,149,0.0015
ER,0.0015,150,0.001
ER,0.0015,151,0.0013
ER,0.0015,152,0.0028
ER,0.0015,153,0.0019
ER,0.0015,154,0.0016
ER,0.0015,155,0.0031
ER,0.0015,156,0.0013
ER,0.0015,157,0.0012
ER,0.0015,158,0.0018
ER,0.0015,159,0.0011
ER,0.0015,160,0.0015
ER,0.0015,161,0.0033
ER,0.0015,162,0.0026
ER,0.0015,163,0.0019
ER,0.0015,164,0.0011
ER,0.0015,165,0.0026
ER,0.0015,166,0.0015
ER,0.0015,167,0.001
ER,0.0015,168,0.001
ER,0.0015,169,0.0013
ER,0.0015,170,0.0019
ER,0.0015,171,0.0013
ER,0.0015,172,0.0018
ER,0.0015,173,0.0021
ER,0.0015,174,0.0012
ER,0.0015,175,0.0013
ER,0.0015,176,0.0028
ER,0.0015,177,0.0014
ER,0.0015,178,0.0019
ER,0.0015,179,0.0011
ER,0.0015,180,0.0019
ER,0.0015,181,0.0012
ER,0.0015,182,0.0021
ER,0.0015,183,0.0017
ER,0.0015,184,0.0012
ER,0.0015,185,0.0011
ER,0.0015,186,0.001
ER,0.0015,187,0.0015
ER,0.0015,188,0.0014
ER,0.0015,189,0.0011
ER,0.0015,190,0.0033
ER,0.0015,191,0.0018
ER,0.0015,192,0.0019
ER,0.0015,193,0.0024
ER,0.0015,194,0.0013
ER,0.0015,195,0.0013
ER,0.0015,196,0.0011
ER,0.0015,197,0.0017
ER,0.0015,198,0.0016
ER,0.0015,199,0.0012
BA,0.0015,0,0.0027
BA,0.0015,1,0.0027
BA,0.0015,2,0.0026
BA,0.0015,3,0.0011
BA,0.0015,4,0.0241
BA,0.0015,5,0.001
BA,0.0015,6,0.001
BA,0.0015,7,0.0028
BA,0.0015,8,0.0035
BA,0.0015,9,0.0065
BA,0.0015,10,0.0012
BA,0.0015,11,0.0221
BA,0.0015,12,0.0151
BA,0.0015,13,0.0321
BA,0.0015,14,0.0026
BA,0.0015,15,0.0287
BA,0.0015,16,0.0159
BA,0.0015,17,0.0051
BA,0.0015,18,0.0029
BA,0.0015,19,0.006
BA,0.0015,20,0.0121
BA,0.0015,21,0.0026
BA,0.0015,22,0.0166
BA,0.0015,23,0.001
BA,0.0015,24,0.0015
BA,0.0015,25,0.0037
BA,0.0015,26,0.0047
BA,0.0015,27,0.0016
BA,0.0015,28,0.0014
BA,0.0015,29,0.018
BA,0.0015,30,0.0081
BA,0.0015,31,0.0013
BA,0.0015,32,0.0238
BA,0.0015,33,0.0129
BA,0.0015,34,0.0022
BA,0.0015,35,0.0135
BA,0.0015,36,0.0212
BA,0.0015,37,0.0033
BA,0.0015,38,0.0037
BA,0.0015,39,0.0116
BA,0.0015,40,0.0083
BA,0.0015,41,0.0051
BA,0.0015,42,0.0025
BA,0.0015,43,0.0037
BA,0.0015,44,0.0243
BA,0.0015,45,0.0012
BA,0.0015,46,0.0252
BA,0.0015,47,0.0169
BA,0.0015,48,0.0031
BA,0.0015,49,0.0031
BA,0.0015,50,0.0078
BA,0.0015,51,0.016
BA,0.0015,52,0.0218
BA,0.0015,53,0.012
BA,0.0015,54,0.0061
BA,0.0015,55,0.0017
BA,0.0015,56,0.0051
BA,0.0015,57,0.0039
BA,0.0015,58,0.0011
BA,0.0015,59,0.0146
BA,0.0015,60,0.0299
BA,0.0015,61,0.0204
BA,0.0015,62,0.0215
BA,0.0015,63,0.0047
BA,0.0015,64,0.004
BA,0.0015,65,0.0239
BA,0.0015,66,0.0064
BA,0.0015,67,0.0184
BA,0.0015,68,0.0093
BA,0.0015,69,0.0042
BA,0.0015,70,0.0178
BA,0.0015,71,0.001
BA,0.0015,72,0.0074
BA,0.0015,73,0.0403
BA,0.0015,74,0.0252
BA,0.0015,75,0.0033
BA,0.0015,76,0.0229
BA,0.0015,77,0.0319
BA,0.0015,78,0.0096
BA,0.0015,79,0.0052
BA,0.0015,80,0.0077
BA,0.0015,81,0.0016
BA,0.0015,82,0.0074
BA,0.0015,83,0.0012
BA,0.0015,84,0.0014
BA,0.0015,85,0.0046
BA,0.0015,86,0.0036
BA,0.0015,87,0.0143
BA,0.0015,88,0.0025
BA,0.0015,89,0.0026
BA,0.0015,90,0.0011
BA,0.0015,91,0.0047
BA,0.0015,92,0.0013
BA,0.0015,93,0.0025
BA,0.0015,94,0.0013
BA,0.0015,95,0.001
BA,0.0015,96,0.0011
BA,0.0015,97,0.0096
BA,0.0015,98,0.0151
BA,0.0015,99,0.0014
BA,0.0015,100,0.0078
BA,0.0015,101,0.0027
BA,0.0015,102,0.001
BA,0.0015,103,0.0015
BA,0.0015,104,0.007
BA,0.0015,105,0.0022
BA,0.0015,106,0.0018
BA,0.0015,107,0.0038
BA,0.0015,108,0.0023
BA,0.0015,109,0.0237
BA,0.0015,110,0.0203
BA,0.0015,111,0.0059
BA,0.0015,112,0.0267
BA,0.0015,113,0.0011
BA,0.0015,114,0.0032
BA,0.0015,115,0.001
BA,0.0015,116,0.0033
BA,0.0015,117,0.01
BA,0.0015,118,0.0039
BA,0.0015,119,0.0013
BA,0.0015,120,0.0011
BA,0.0015,121,0.0048
BA,0.0015,122,0.01
BA,0.0015,123,0.0077
BA,0.0015,124,0.0082
BA,0.0015,125,0.0031
BA,0.0015,126,0.001
BA,0.0015,127,0.0253
BA,0.0015,128,0.0097
BA,0.0015,129,0.0013
BA,0.0015,130,0.0217
BA,0.0015,131,0.0019
BA,0.0015,132,0.0052
BA,0.0015,133,0.0013
BA,0.0015,134,0.0056
BA,0.0015,135,0.001
BA,0.0015,136,0.014
BA,0.0015,137,0.0014
BA,0.0015,138,0.0136
BA,0.0015,139,0.0077
BA,0.0015,140,0.0107
BA,0.0015,141,0.0046
BA,0.0015,142,0.0022
BA,0.0015,143,0.0398
BA,0.0015,144,0.01
BA,0.0015,145,0.0234
BA,0.0015,146,0.001
BA,0.0015,147,0.0455
BA,0.0015,148,0.0011
BA,0.0015,149,0.0153
BA,0.0015,150,0.0022
BA,0.0015,151,0.005
BA,0.0015,152,0.0019
BA,0.0015,153,0.001
BA,0.0015,154,0.0094
BA,0.0015,155,0.0097
BA,0.0015,156,0.013
BA,0.0015,157,0.0203
BA,0.0015,158,0.0025
BA,0.0015,159,0.0062
BA,0.0015,160,0.0066
BA,0.0015,161,0.0495
BA,0.0015,162,0.0053
BA,0.0015,163,0.0247
BA,0.0015,164,0.0075
BA,0.0015,165,0.0245
BA,0.0015,166,0.0012
BA,0.0015,167,0.0015
BA,0.0015,168,0.0102
BA,0.0015,169,0.0018
BA,0.0015,170,0.0233
BA,0.0015,171,0.0046
BA,0.0015,172,0.001
BA,0.0015,173,0.0026
BA,0.0015,174,0.0176
BA,0.0015,175,0.0169
BA,0.0015,176,0.0013
BA,0.0015,177,0.0269
BA,0.0015,178,0.0027
BA,0.0015,179,0.0109
BA,0.0015,180,0.0032
BA,0.0015,181,0.0035
BA,0.0015,182,0.0038
BA,0.0015,183,0.0039
BA,0.0015,184,0.0068
BA,0.0015,185,0.001
BA,0.0015,186,0.003
BA,0.0015,187,0.0265
BA,0.0015,188,0.0062
BA,0.0015,189,0.001
BA,0.0015,190,0.0193
BA,0.0015,191,0.0223
BA,0.0015,192,0.0175
BA,0.0015,193,0.0198
BA,0.0015,194,0.0115
BA,0.0015,195,0.0196
BA,0.0015,196,0.0044
BA,0.0015,197,0.001
BA,0.0015,198,0.0125
BA,0.0015,199,0.0015
ER,0.0022,0,0.0042
ER,0.0022,1,0.004
ER,0.0022,2,0.0064
ER,0.0022,3,0.0056
ER,0.0022,4,0.0034
ER,0.0022,5,0.0048
ER,0.0022,6,0.0023
ER,0.0022,7,0.0028
ER,0.0022,8,0.0012
ER,0.0022,9,0.0018
ER,0.0022,10,0.0045
ER,0.0022,11,0.0014
ER,0.0022,12,0.0025
ER,0.0022,13,0.0039
ER,0.0022,14,0.0048
ER,0.0022,15,0.0031
ER,0.0022,16,0.0039
ER,0.0022,17,0.0033
ER,0.0022,18,0.0034
ER,0.0022,19,0.0027
ER,0.0022,20,0.0022
ER,0.0022,21,0.0026
ER,0.0022,22,0.0019
ER,0.0022,23,0.0031
ER,0.0022,24,0.0015
ER,0.0022,25,0.0039
ER,0.0022,26,0.0019
ER,0.0022,27,0.0033
ER,0.0022,28,0.0016
ER,0.0022,29,0.0044
ER,0.0022,30,0.0027
ER,0.0022,31,0.0022
ER,0.0022,32,0.003
ER,0.0022,33,0.0018
ER,0.0022,34,0.0061
ER,0.0022,35,0.0018
ER,0.0022,36,0.0021
ER,0.0022,37,0.0035
ER,0.0022,38,0.0037
ER,0.0022,39,0.0048
ER,0.0022,40,0.0041
ER,0.0022,41,0.0037
ER,0.0022,42,0.0059
ER,0.0022,43,0.0023
ER,0.0022,44,0.0033
ER,0.0022,45,0.0028
ER,0.0022,46,0.0016
ER,0.0022,47,0.0029
ER,0.0022,48,0.0019
ER,0.0022,49,0.0034
ER,0.0022,50,0.0017
ER,0.0022,51,0.0018
ER,0.0022,52,0.0019
ER,0.0022,53,0.0033
ER,0.0022,54,0.0049
ER,0.0022,55,0.0028
ER,0.0022,56,0.0058
ER,0.0022,57,0.0016
ER,0.0022,58,0.0028
ER,0.0022,59,0.0013
ER,0.0022,60,0.0024
ER,0.0022,61,0.0013
ER,0.0022,62,0.0016
ER,0.0022,63,0.0014
ER,0.0022,64,0.0013
ER,0.0022,65,0.0025
ER,0.0022,66,0.0024
ER,0.0022,67,0.0043
ER,0.0022,68,0.0046
ER,0.0022,69,0.0029
ER,0.0022,70,0.0043
ER,0.0022,71,0.0011
ER,0.0022,72,0.0029
ER,0.0022,73,0.0041
ER,0.0022,74,0.0036
ER,0.0022,75,0.0029
ER,0.0022,76,0.0034
ER,0.0022,77,0.0015
ER,0.0022,78,0.0025
ER,0.0022,79,0.0055
ER,0.0022,80,0.0024
ER,0.0022,81,0.0025
ER,0.0022,82,0.0017
ER,0.0022,83,0.0017
ER,0.0022,84,0.0024
ER,0.0022,85,0.0028
ER,0.0022,86,0.0027
ER,0.0022,87,0.0026
ER,0.0022,88,0.0054
ER,0.0022,89,0.0015
ER,0.0022,90,0.0065
ER,0.0022,91,0.0034
ER,0.0022,92,0.0103
ER,0.0022,93,0.0024
ER,0.0022,94,0.0035
ER,0.0022,95,0.0091
ER,0.0022,96,0.0027
ER,0.0022,97,0.005
ER,0.0022,98,0.0021
ER,0.0022,99,0.0021
ER,0.0022,100,0.0082
ER,0.0022,101,0.0021
ER,0.0022,102,0.0045
ER,0.0022,103,0.0039
ER,0.0022,104,0.0043
ER,0.0022,105,0.0037
ER,0.0022,106,0.004
ER,0.0022,107,0.0048
ER,0.0022,108,0.003
ER,0.0022,109,0.0035
ER,0.0022,110,0.001
ER,0.0022,111,0.0039
ER,0.0022,112,0.0034
ER,0.0022,113,0.0084
ER,0.0022,114,0.0022
ER,0.0022,115,0.003
ER,0.0022,116,0.001
ER,0.0022,117,0.0043
ER,0.0022,118,0.001
ER,0.0022,119,0.0095
ER,0.0022,120,0.0054
ER,0.0022,121,0.0013
ER,0.0022,122,0.001
ER,0.0022,123,0.0025
ER,0.0022,124,0.001
ER,0.0022,125,0.0032
ER,0.0022,126,0.0046
ER,0.0022,127,0.0012
ER,0.0022,128,0.0022
ER,0.0022,129,0.002
ER,0.0022,130,0.0052
ER,0.0022,131,0.0021
ER,0.0022,132,0.0057
ER,0.0022,133,0.0034
ER,0.0022,134,0.0013
ER,0.0022,135,0.0031
ER,0.0022,136,0.0028
ER,0.0022,137,0.0047
ER,0.0022,138,0.0045
ER,0.0022,139,0.0052
ER,0.0022,140,0.002
ER,0.0022,141,0.0023
ER,0.0022,142,0.0023
ER,0.0022,143,0.0074
ER,0.0022,144,0.0033
ER,0.0022,145,0.0014
ER,0.0022,146,0.0031
ER,0.0022,147,0.0049
ER,0.0022,148,0.0038
ER,0.0022,149,0.0059
ER,0.0022,150,0.0039
ER,0.0022,151,0.0037
ER,0.0022,152,0.003
ER,0.0022,153,0.0032
ER,0.0022,154,0.0043
ER,0.0022,155,0.0041
ER,0.0022,156,0.0078
ER,0.0022,157,0.003
ER,0.0022,158,0.0034
ER,0.0022,159,0.0029
ER,0.0022,160,0.0074
ER,0.0022,161,0.0025
ER,0.0022,162,0.0033
ER,0.0022,163,0.0032
ER,0.0022,164,0.0012
ER,0.0022,165,0.0023
ER,0.0022,166,0.001
ER,0.0022,167,0.0026
ER,0.0022,168,0.0033
ER,0.0022,169,0.0039
ER,0.0022,170,0.002
ER,0.0022,171,0.0068
ER,0.0022,172,0.0032
ER,0.0022,173,0.0034
