network,beta,run,peak
ER,0.033,156,0.7384
ER,0.033,157,0.7377
ER,0.033,158,0.7396
ER,0.033,159,0.7433
ER,0.033,160,0.7445
ER,0.033,161,0.7412
ER,0.033,162,0.7397
ER,0.033,163,0.7402
ER,0.033,164,0.7422
ER,0.033,165,0.7386
ER,0.033,166,0.7374
ER,0.033,167,0.7346
ER,0.033,168,0.7308
ER,0.033,169,0.7424
ER,0.033,170,0.7399
ER,0.033,171,0.7298
ER,0.033,172,0.7406
ER,0.033,173,0.7342
ER,0.033,174,0.7421
ER,0.033,175,0.7325
ER,0.033,176,0.7395
ER,0.033,177,0.7465
ER,0.033,178,0.738
ER,0.033,179,0.7315
ER,0.033,180,0.7403
ER,0.033,181,0.7415
ER,0.033,182,0.7299
ER,0.033,183,0.7504
ER,0.033,184,0.7417
ER,0.033,185,0.7375
ER,0.033,186,0.7489
ER,0.033,187,0.7306
ER,0.033,188,0.7383
ER,0.033,189,0.7322
ER,0.033,190,0.7325
ER,0.033,191,0.7388
ER,0.033,192,0.7417
ER,0.033,193,0.7318
ER,0.033,194,0.7397
ER,0.033,195,0.7256
ER,0.033,196,0.7309
ER,0.033,197,0.7424
ER,0.033,198,0.7363
ER,0.033,199,0.7317
BA,0.033,0,0.7167
BA,0.033,1,0.7231
BA,0.033,2,0.7231
BA,0.033,3,0.7211
BA,0.033,4,0.7223
BA,0.033,5,0.7151
BA,0.033,6,0.7231
BA,0.033,7,0.7232
BA,0.033,8,0.7179
BA,0.033,9,0.732
BA,0.033,10,0.7308
BA,0.033,11,0.7202
BA,0.033,12,0.7189
BA,0.033,13,0.7204
BA,0.033,14,0.731
BA,0.033,15,0.7234
BA,0.033,16,0.7195
BA,0.033,17,0.7188
BA,0.033,18,0.7287
BA,0.033,19,0.7265
BA,0.033,20,0.7273
BA,0.033,21,0.7254
BA,0.033,22,0.7219
BA,0.033,23,0.7292
BA,0.033,24,0.7196
BA,0.033,25,0.7177
BA,0.033,26,0.7194
BA,0.033,27,0.7237
BA,0.033,28,0.7169
BA,0.033,29,0.73
BA,0.033,30,0.7225
BA,0.033,31,0.7203
BA,0.033,32,0.727
BA,0.033,33,0.7164
BA,0.033,34,0.7304
BA,0.033,35,0.7344
BA,0.033,36,0.7218
BA,0.033,37,0.7184
BA,0.033,38,0.7128
BA,0.033,39,0.7265
BA,0.033,40,0.7181
BA,0.033,41,0.7319
BA,0.033,42,0.7255
BA,0.033,43,0.729
BA,0.033,44,0.7238
BA,0.033,45,0.7286
BA,0.033,46,0.7185
BA,0.033,47,0.717
BA,0.033,48,0.7229
BA,0.033,49,0.7169
BA,0.033,50,0.7165
BA,0.033,51,0.7212
BA,0.033,52,0.7193
BA,0.033,53,0.7244
BA,0.033,54,0.7209
BA,0.033,55,0.7205
BA,0.033,56,0.7273
BA,0.033,57,0.7153
BA,0.033,58,0.719
BA,0.033,59,0.7207
BA,0.033,60,0.729
BA,0.033,61,0.7325
BA,0.033,62,0.7174
BA,0.033,63,0.7155
BA,0.033,64,0.7258
BA,0.033,65,0.7227
BA,0.033,66,0.7284
BA,0.033,67,0.718
BA,0.033,68,0.7249
BA,0.033,69,0.7243
BA,0.033,70,0.7181
BA,0.033,71,0.722
BA,0.033,72,0.7166
BA,0.033,73,0.7194
BA,0.033,74,0.7234
BA,0.033,75,0.7167
BA,0.033,76,0.7227
BA,0.033,77,0.7219
BA,0.033,78,0.7151
BA,0.033,79,0.717
BA,0.033,80,0.7214
BA,0.033,81,0.7195
BA,0.033,82,0.7126
BA,0.033,83,0.7222
BA,0.033,84,0.7227
BA,0.033,85,0.728
BA,0.033,86,0.7255
BA,0.033,87,0.7199
BA,0.033,88,0.7284
BA,0.033,89,0.7251
BA,0.033,90,0.7226
BA,0.033,91,0.7294
BA,0.033,92,0.7206
BA,0.033,93,0.7212
BA,0.033,94,0.7283
BA,0.033,95,0.7148
BA,0.033,96,0.7225
BA,0.033,97,0.7305
BA,0.033,98,0.731
BA,0.033,99,0.7207
BA,0.033,100,0.7118
BA,0.033,101,0.7204
BA,0.033,102,0.7151
BA,0.033,103,0.722
BA,0.033,104,0.7171
BA,0.033,105,0.7258
BA,0.033,106,0.7272
BA,0.033,107,0.7254
BA,0.033,108,0.7311
BA,0.033,109,0.7184
BA,0.033,110,0.7223
BA,0.033,111,0.736
BA,0.033,112,0.7238
BA,0.033,113,0.7172
BA,0.033,114,0.7325
BA,0.033,115,0.7266
BA,0.033,116,0.7257
BA,0.033,117,0.7218
BA,0.033,118,0.7226
BA,0.033,119,0.7175
BA,0.033,120,0.7308
BA,0.033,121,0.7299
BA,0.033,122,0.7242
BA,0.033,123,0.7135
BA,0.033,124,0.7246
BA,0.033,125,0.7259
BA,0.033,126,0.7184
BA,0.033,127,0.7135
BA,0.033,128,0.7235
BA,0.033,129,0.7286
BA,0.033,130,0.7237
BA,0.033,131,0.7274
BA,0.033,132,0.7261
BA,0.033,133,0.7145
BA,0.033,134,0.7207
BA,0.033,135,0.739
BA,0.033,136,0.7214
BA,0.033,137,0.7309
BA,0.033,138,0.7182
BA,0.033,139,0.7173
BA,0.033,140,0.726
BA,0.033,141,0.722
BA,0.033,142,0.7256
BA,0.033,143,0.7191
BA,0.033,144,0.7218
BA,0.033,145,0.727
BA,0.033,146,0.7178
BA,0.033,147,0.7217
BA,0.033,148,0.728
BA,0.033,149,0.7192
BA,0.033,150,0.7212
BA,0.033,151,0.7243
BA,0.033,152,0.7219
BA,0.033,153,0.7146
BA,0.033,154,0.7227
BA,0.033,155,0.7173
BA,0.033,156,0.7229
BA,0.033,157,0.7306
BA,0.033,158,0.7311
BA,0.033,159,0.7188
BA,0.033,160,0.7106
BA,0.033,161,0.725
BA,0.033,162,0.73
BA,0.033,163,0.7155
BA,0.033,164,0.7191
BA,0.033,165,0.7188
BA,0.033,166,0.7215
BA,0.033,167,0.7248
BA,0.033,168,0.7233
BA,0.033,169,0.7287
BA,0.033,170,0.7164
BA,0.033,171,0.7252
BA,0.033,172,0.7327
BA,0.033,173,0.7292
BA,0.033,174,0.7209
BA,0.033,175,0.7283
BA,0.033,176,0.7205
BA,0.033,177,0.7224
BA,0.033,178,0.717
BA,0.033,179,0.7325
BA,0.033,180,0.7291
BA,0.033,181,0.7214
BA,0.033,182,0.7206
BA,0.033,183,0.7264
BA,0.033,184,0.728
BA,0.033,185,0.7112
BA,0.033,186,0.7183
BA,0.033,187,0.7359
BA,0.033,188,0.7237
BA,0.033,189,0.7322
BA,0.033,190,0.7238
BA,0.033,191,0.7194
BA,0.033,192,0.7257
BA,0.033,193,0.721
BA,0.033,194,0.7195
BA,0.033,195,0.7296
BA,0.033,196,0.7272
BA,0.033,197,0.7246
BA,0.033,198,0.728
BA,0.033,199,0.7236
