network,beta,run,peak
ER,0.0025,0,0.0074
ER,0.0025,1,0.0062
ER,0.0025,2,0.007
ER,0.0025,3,0.0034
ER,0.0025,4,0.0027
ER,0.0025,5,0.0059
ER,0.0025,6,0.003
ER,0.0025,7,0.0036
ER,0.0025,8,0.0066
ER,0.0025,9,0.0037
ER,0.0025,10,0.0034
ER,0.0025,11,0.0056
ER,0.0025,12,0.0048
ER,0.0025,13,0.0047
ER,0.0025,14,0.0032
ER,0.0025,15,0.0052
ER,0.0025,16,0.0033
ER,0.0025,17,0.0073
ER,0.0025,18,0.0053
ER,0.0025,19,0.0099
ER,0.0025,20,0.0028
ER,0.0025,21,0.0063
ER,0.0025,22,0.0068
ER,0.0025,23,0.0046
ER,0.0025,24,0.0026
ER,0.0025,25,0.0057
ER,0.0025,26,0.0051
ER,0.0025,27,0.0038
ER,0.0025,28,0.0036
ER,0.0025,29,0.0084
ER,0.0025,30,0.0075
ER,0.0025,31,0.0034
ER,0.0025,32,0.0048
ER,0.0025,33,0.0032
ER,0.0025,34,0.0051
ER,0.0025,35,0.0081
ER,0.0025,36,0.0027
ER,0.0025,37,0.0072
ER,0.0025,38,0.0049
ER,0.0025,39,0.002
ER,0.0025,40,0.0058
ER,0.0025,41,0.0048
ER,0.0025,42,0.0031
ER,0.0025,43,0.0056
ER,0.0025,44,0.0062
ER,0.0025,45,0.0043
ER,0.0025,46,0.0039
ER,0.0025,47,0.0044
ER,0.0025,48,0.0015
ER,0.0025,49,0.0061
ER,0.0025,50,0.0058
ER,0.0025,51,0.0092
ER,0.0025,52,0.0044
ER,0.0025,53,0.0037
ER,0.0025,54,0.0024
ER,0.0025,55,0.0031
ER,0.0025,56,0.0039
ER,0.0025,57,0.0078
ER,0.0025,58,0.0072
ER,0.0025,59,0.0024
ER,0.0025,60,0.0051
ER,0.0025,61,0.003
ER,0.0025,62,0.0058
ER,0.0025,63,0.01
ER,0.0025,64,0.0052
ER,0.0025,65,0.0022
ER,0.0025,66,0.001
ER,0.0025,67,0.0042
ER,0.0025,68,0.0033
ER,0.0025,69,0.0028
ER,0.0025,70,0.0035
ER,0.0025,71,0.0038
ER,0.0025,72,0.0028
ER,0.0025,73,0.0078
ER,0.0025,74,0.0071
ER,0.0025,75,0.0038
ER,0.0025,76,0.0062
ER,0.0025,77,0.0038
ER,0.0025,78,0.0022
ER,0.0025,79,0.006
ER,0.0025,80,0.0013
ER,0.0025,81,0.0043
ER,0.0025,82,0.0016
ER,0.0025,83,0.0041
ER,0.0025,84,0.0058
ER,0.0025,85,0.0045
ER,0.0025,86,0.0033
ER,0.0025,87,0.0087
ER,0.0025,88,0.0017
ER,0.0025,89,0.0049
ER,0.0025,90,0.0029
ER,0.0025,91,0.0028
ER,0.0025,92,0.0081
ER,0.0025,93,0.0028
ER,0.0025,94,0.0048
ER,0.0025,95,0.0052
ER,0.0025,96,0.0045
ER,0.0025,97,0.0025
ER,0.0025,98,0.0134
ER,0.0025,99,0.0082
ER,0.0025,100,0.0041
ER,0.0025,101,0.0051
ER,0.0025,102,0.002
ER,0.0025,103,0.0042
ER,0.0025,104,0.0038
ER,0.0025,105,0.0022
ER,0.0025,106,0.0053
ER,0.0025,107,0.0022
ER,0.0025,108,0.0017
ER,0.0025,109,0.0047
ER,0.0025,110,0.0027
ER,0.0025,111,0.0068
ER,0.0025,112,0.0051
ER,0.0025,113,0.0025
ER,0.0025,114,0.0056
ER,0.0025,115,0.0019
ER,0.0025,116,0.0028
ER,0.0025,117,0.0023
ER,0.0025,118,0.006
ER,0.0025,119,0.004
ER,0.0025,120,0.0035
ER,0.0025,121,0.0036
ER,0.0025,122,0.0058
ER,0.0025,123,0.0052
ER,0.0025,124,0.002
ER,0.0025,125,0.0057
ER,0.0025,126,0.0068
ER,0.0025,127,0.0071
ER,0.0025,128,0.0087
ER,0.0025,129,0.0053
ER,0.0025,130,0.004
ER,0.0025,131,0.0035
ER,0.0025,132,0.0049
ER,0.0025,133,0.006
ER,0.0025,134,0.0044
ER,0.0025,135,0.0082
ER,0.0025,136,0.0063
ER,0.0025,137,0.0026
ER,0.0025,138,0.0103
ER,0.0025,139,0.0047
ER,0.0025,140,0.0048
ER,0.0025,141,0.0114
ER,0.0025,142,0.0041
ER,0.0025,143,0.0062
ER,0.0025,144,0.0043
ER,0.0025,145,0.0096
ER,0.0025,146,0.0031
ER,0.0025,147,0.0049
ER,0.0025,148,0.0056
ER,0.0025,149,0.0086
ER,0.0025,150,0.0075
ER,0.0025,151,0.0062
ER,0.0025,152,0.0073
ER,0.0025,153,0.001
ER,0.0025,154,0.0059
ER,0.0025,155,0.0052
ER,0.0025,156,0.0039
ER,0.0025,157,0.0049
ER,0.0025,158,0.0031
ER,0.0025,159,0.0064
ER,0.0025,160,0.0057
ER,0.0025,161,0.0013
ER,0.0025,162,0.0019
ER,0.0025,163,0.0044
ER,0.0025,164,0.0079
ER,0.0025,165,0.004
ER,0.0025,166,0.0033
ER,0.0025,167,0.0087
ER,0.0025,168,0.0079
ER,0.0025,169,0.0024
ER,0.0025,170,0.0068
ER,0.0025,171,0.0085
ER,0.0025,172,0.0037
ER,0.0025,173,0.0041
ER,0.0025,174,0.0018
ER,0.0025,175,0.0038
ER,0.0025,176,0.003
ER,0.0025,177,0.0118
ER,0.0025,178,0.0054
ER,0.0025,179,0.0051
ER,0.0025,180,0.005
ER,0.0025,181,0.0029
ER,0.0025,182,0.0049
ER,0.0025,183,0.0033
ER,0.0025,184,0.0033
ER,0.0025,185,0.0077
ER,0.0025,186,0.0079
ER,0.0025,187,0.003
ER,0.0025,188,0.0019
ER,0.0025,189,0.0032
ER,0.0025,190,0.0062
ER,0.0025,191,0.0056
ER,0.0025,192,0.0045
ER,0.0025,193,0.0062
ER,0.0025,194,0.0071
ER,0.0025,195,0.0058
ER,0.0025,196,0.0064
ER,0.0025,197,0.0059
ER,0.0025,198,0.0075
ER,0.0025,199,0.0041
BA,0.0025,0,0.1257
BA,0.0025,1,0.0669
BA,0.0025,2,0.1049
BA,0.0025,3,0.0802
BA,0.0025,4,0.0934
BA,0.0025,5,0.0421
BA,0.0025,6,0.0882
BA,0.0025,7,0.0825
BA,0.0025,8,0.0876
BA,0.0025,9,0.0664
BA,0.0025,10,0.1134
BA,0.0025,11,0.1107
BA,0.0025,12,0.0781
BA,0.0025,13,0.0685
BA,0.0025,14,0.0288
BA,0.0025,15,0.0999
BA,0.0025,16,0.1281
BA,0.0025,17,0.0672
BA,0.0025,18,0.0011
BA,0.0025,19,0.0962
BA,0.0025,20,0.0834
BA,0.0025,21,0.0971
BA,0.0025,22,0.1128
BA,0.0025,23,0.0726
BA,0.0025,24,0.1286
BA,0.0025,25,0.0097
BA,0.0025,26,0.1088
BA,0.0025,27,0.0394
BA,0.0025,28,0.0849
BA,0.0025,29,0.1028
BA,0.0025,30,0.1033
BA,0.0025,31,0.0841
BA,0.0025,32,0.084
BA,0.0025,33,0.0612
BA,0.0025,34,0.1032
BA,0.0025,35,0.053
BA,0.0025,36,0.1076
BA,0.0025,37,0.0091
BA,0.0025,38,0.122
BA,0.0025,39,0.029
BA,0.0025,40,0.0443
BA,0.0025,41,0.0981
BA,0.0025,42,0.0987
BA,0.0025,43,0.0918
BA,0.0025,44,0.1121
BA,0.0025,45,0.0852
BA,0.0025,46,0.1065
BA,0.0025,47,0.001
BA,0.0025,48,0.0931
BA,0.0025,49,0.0908
BA,0.0025,50,0.1217
BA,0.0025,51,0.0089
BA,0.0025,52,0.1021
BA,0.0025,53,0.0864
BA,0.0025,54,0.1054
BA,0.0025,55,0.0603
BA,0.0025,56,0.0951
BA,0.0025,57,0.1305
BA,0.0025,58,0.1022
BA,0.0025,59,0.0846
BA,0.0025,60,0.0858
BA,0.0025,61,0.0576
BA,0.0025,62,0.0841
BA,0.0025,63,0.1125
BA,0.0025,64,0.0706
BA,0.0025,65,0.0647
BA,0.0025,66,0.1159
BA,0.0025,67,0.1464
BA,0.0025,68,0.095
BA,0.0025,69,0.1169
BA,0.0025,70,0.0016
BA,0.0025,71,0.1043
BA,0.0025,72,0.0754
BA,0.0025,73,0.0023
BA,0.0025,74,0.0655
BA,0.0025,75,0.0923
BA,0.0025,76,0.1226
BA,0.0025,77,0.1048
BA,0.0025,78,0.0606
BA,0.0025,79,0.003
BA,0.0025,80,0.0985
BA,0.0025,81,0.1101
BA,0.0025,82,0.0896
BA,0.0025,83,0.0017
BA,0.0025,84,0.1343
BA,0.0025,85,0.0015
BA,0.0025,86,0.0883
BA,0.0025,87,0.0673
BA,0.0025,88,0.1139
BA,0.0025,89,0.0498
BA,0.0025,90,0.0773
BA,0.0025,91,0.0061
BA,0.0025,92,0.1222
BA,0.0025,93,0.1276
BA,0.0025,94,0.1091
BA,0.0025,95,0.0363
BA,0.0025,96,0.034
BA,0.0025,97,0.0884
BA,0.0025,98,0.109
BA,0.0025,99,0.0976
BA,0.0025,100,0.1194
BA,0.0025,101,0.0733
BA,0.0025,102,0.1078
BA,0.0025,103,0.0649
BA,0.0025,104,0.0972
BA,0.0025,105,0.0216
BA,0.0025,106,0.0692
BA,0.0025,107,0.0792
BA,0.0025,108,0.1
BA,0.0025,109,0.0761
BA,0.0025,110,0.1063
BA,0.0025,111,0.116
BA,0.0025,112,0.0869
BA,0.0025,113,0.1202
BA,0.0025,114,0.0561
BA,0.0025,115,0.0249
BA,0.0025,116,0.1085
BA,0.0025,117,0.0029
BA,0.0025,118,0.0735
BA,0.0025,119,0.088
BA,0.0025,120,0.0191
BA,0.0025,121,0.001
BA,0.0025,122,0.0922
BA,0.0025,123,0.0799
BA,0.0025,124,0.0418
BA,0.0025,125,0.0497
BA,0.0025,126,0.0426
BA,0.0025,127,0.0824
BA,0.0025,128,0.1162
BA,0.0025,129,0.1024
BA,0.0025,130,0.0883
BA,0.0025,131,0.0993
BA,0.0025,132,0.0044
BA,0.0025,133,0.0657
BA,0.0025,134,0.0733
BA,0.0025,135,0.0897
BA,0.0025,136,0.024
BA,0.0025,137,0.0531
BA,0.0025,138,0.0651
BA,0.0025,139,0.0778
BA,0.0025,140,0.126
BA,0.0025,141,0.106
BA,0.0025,142,0.1167
BA,0.0025,143,0.0118
BA,0.0025,144,0.0131
BA,0.0025,145,0.1163
BA,0.0025,146,0.1121
BA,0.0025,147,0.1109
BA,0.0025,148,0.0904
BA,0.0025,149,0.111
BA,0.0025,150,0.0377
BA,0.0025,151,0.1137
BA,0.0025,152,0.0993
BA,0.0025,153,0.048
BA,0.0025,154,0.09
BA,0.0025,155,0.1031
BA,0.0025,156,0.0773
BA,0.0025,157,0.0816
BA,0.0025,158,0.0963
BA,0.0025,159,0.0021
BA,0.0025,160,0.0803
BA,0.0025,161,0.0343
BA,0.0025,162,0.0991
BA,0.0025,163,0.1114
BA,0.0025,164,0.001
BA,0.0025,165,0.0974
BA,0.0025,166,0.0325
BA,0.0025,167,0.0719
BA,0.0025,168,0.0925
BA,0.0025,169,0.1381
BA,0.0025,170,0.0986
BA,0.0025,171,0.0846
BA,0.0025,172,0.1256
BA,0.0025,173,0.1048
BA,0.0025,174,0.1347
BA,0.0025,175,0.1172
BA,0.0025,176,0.0718
BA,0.0025,177,0.1075
BA,0.0025,178,0.0393
BA,0.0025,179,0.0955
BA,0.0025,180,0.0543
BA,0.0025,181,0.042
BA,0.0025,182,0.0592
BA,0.0025,183,0.0694
BA,0.0025,184,0.1159
BA,0.0025,185,0.1113
BA,0.0025,186,0.1146
BA,0.0025,187,0.04
BA,0.0025,188,0.0881
BA,0.0025,189,0.0011
BA,0.0025,190,0.0639
BA,0.0025,191,0.1038
BA,0.0025,192,0.0439
BA,0.0025,193,0.0998
BA,0.0025,194,0.0139
BA,0.0025,195,0.0755
BA,0.0025,196,0.039
BA,0.0025,197,0.0948
BA,0.0025,198,0.1008
BA,0.0025,199,0.1139
ER,0.0031,0,0.0119
ER,0.0031,1,0.0066
ER,0.0031,2,0.0068
ER,0.0031,3,0.0287
ER,0.0031,4,0.0108
ER,0.0031,5,0.0082
ER,0.0031,6,0.0067
ER,0.0031,7,0.0071
ER,0.0031,8,0.0107
ER,0.0031,9,0.0123
ER,0.0031,10,0.0258
ER,0.0031,11,0.0084
ER,0.0031,12,0.0155
ER,0.0031,13,0.0077
ER,0.0031,14,0.0197
ER,0.0031,15,0.0028
ER,0.0031,16,0.0154
ER,0.0031,17,0.0129
ER,0.0031,18,0.0222
ER,0.0031,19,0.0122
ER,0.0031,20,0.0053
ER,0.0031,21,0.0142
ER,0.0031,22,0.0158
ER,0.0031,23,0.0141
ER,0.0031,24,0.0096
ER,0.0031,25,0.0184
ER,0.0031,26,0.0161
ER,0.0031,27,0.0121
ER,0.0031,28,0.0086
ER,0.0031,29,0.0172
ER,0.0031,30,0.0146
ER,0.0031,31,0.008
ER,0.0031,32,0.0074
ER,0.0031,33,0.0144
ER,0.0031,34,0.0108
ER,0.0031,35,0.0074
ER,0.0031,36,0.0212
ER,0.0031,37,0.006
ER,0.0031,38,0.0165
ER,0.0031,39,0.0044
ER,0.0031,40,0.0107
ER,0.0031,41,0.0036
ER,0.0031,42,0.0105
ER,0.0031,43,0.0097
ER,0.0031,44,0.0051
ER,0.0031,45,0.021
ER,0.0031,46,0.0021
ER,0.0031,47,0.0168
ER,0.0031,48,0.0158
ER,0.0031,49,0.0149
ER,0.0031,50,0.0058
ER,0.0031,51,0.0227
ER,0.0031,52,0.0135
ER,0.0031,53,0.0089
ER,0.0031,54,0.0084
ER,0.0031,55,0.0217
ER,0.0031,56,0.0131
ER,0.0031,57,0.0067
ER,0.0031,58,0.0092
ER,0.0031,59,0.0021
ER,0.0031,60,0.0053
ER,0.0031,61,0.0094
ER,0.0031,62,0.0035
ER,0.0031,63,0.0058
ER,0.0031,64,0.011
ER,0.0031,65,0.0159
ER,0.0031,66,0.0216
ER,0.0031,67,0.0088
ER,0.0031,68,0.0047
ER,0.0031,69,0.0158
ER,0.0031,70,0.0063
ER,0.0031,71,0.0117
ER,0.0031,72,0.0062
ER,0.0031,73,0.0173
ER,0.0031,74,0.0069
ER,0.0031,75,0.016
ER,0.0031,76,0.0182
ER,0.0031,77,0.0204
ER,0.0031,78,0.0126
ER,0.0031,79,0.0184
ER,0.0031,80,0.0132
ER,0.0031,81,0.0151
ER,0.0031,82,0.0121
ER,0.0031,83,0.0088
ER,0.0031,84,0.0139
ER,0.0031,85,0.0103
ER,0.0031,86,0.011
ER,0.0031,87,0.0153
ER,0.0031,88,0.0105
ER,0.0031,89,0.0067
ER,0.0031,90,0.0153
ER,0.0031,91,0.0187
ER,0.0031,92,0.0055
ER,0.0031,93,0.0088
ER,0.0031,94,0.0313
ER,0.0031,95,0.021
ER,0.0031,96,0.0165
ER,0.0031,97,0.0073
ER,0.0031,98,0.0102
ER,0.0031,99,0.0108
ER,0.0031,100,0.0115
ER,0.0031,101,0.0139
ER,0.0031,102,0.0141
ER,0.0031,103,0.0137
ER,0.0031,104,0.0086
ER,0.0031,105,0.0063
ER,0.0031,106,0.0108
ER,0.0031,107,0.0052
ER,0.0031,108,0.0057
ER,0.0031,109,0.0047
ER,0.0031,110,0.0084
ER,0.0031,111,0.0081
ER,0.0031,112,0.0131
ER,0.0031,113,0.0046
ER,0.0031,114,0.0183
ER,0.0031,115,0.003
ER,0.0031,116,0.0141
ER,0.0031,117,0.0126
ER,0.0031,118,0.005
ER,0.0031,119,0.0146
ER,0.0031,120,0.0176
ER,0.0031,121,0.0042
ER,0.0031,122,0.0133
ER,0.0031,123,0.011
ER,0.0031,124,0.0155
ER,0.0031,125,0.0089
ER,0.0031,126,0.0029
ER,0.0031,127,0.0167
ER,0.0031,128,0.0083
ER,0.0031,129,0.0164
ER,0.0031,130,0.0066
ER,0.0031,131,0.006
ER,0.0031,132,0.0101
ER,0.0031,133,0.0113
ER,0.0031,134,0.0097
ER,0.0031,135,0.0143
ER,0.0031,136,0.0113
ER,0.0031,137,0.0163
ER,0.0031,138,0.0166
ER,0.0031,139,0.0087
ER,0.0031,140,0.0068
ER,0.0031,141,0.007
ER,0.0031,142,0.0132
ER,0.0031,143,0.0099
ER,0.0031,144,0.015
ER,0.0031,145,0.0199
ER,0.0031,146,0.0092
ER,0.0031,147,0.0061
ER,0.0031,148,0.0099
ER,0.0031,149,0.0096
ER,0.0031,150,0.0116
ER,0.0031,151,0.0153
ER,0.0031,152,0.0141
ER,0.0031,153,0.026
ER,0.0031,154,0.0151
ER,0.0031,155,0.0135
ER,0.0031,156,0.0164
ER,0.0031,157,0.0145
ER,0.0031,158,0.0073
ER,0.0031,159,0.0142
ER,0.0031,160,0.0049
ER,0.0031,161,0.0158
ER,0.0031,162,0.0221
ER,0.0031,163,0.0173
ER,0.0031,164,0.014
ER,0.0031,165,0.0244
ER,0.0031,166,0.0101
ER,0.0031,167,0.0093
ER,0.0031,168,0.0118
ER,0.0031,169,0.015
ER,0.0031,170,0.007
ER,0.0031,171,0.0168
ER,0.0031,172,0.0146
ER,0.0031,173,0.0245
ER,0.0031,174,0.0136
ER,0.0031,175,0.0086
ER,0.0031,176,0.0223
ER,0.0031,177,0.0068
ER,0.0031,178,0.0055
ER,0.0031,179,0.0094
ER,0.0031,180,0.01
ER,0.0031,181,0.0088
ER,0.0031,182,0.0124
ER,0.0031,183,0.0166
ER,0.0031,184,0.0106
ER,0.0031,185,0.0093
ER,0.0031,186,0.0088
ER,0.0031,187,0.0092
ER,0.0031,188,0.013
ER,0.0031,189,0.0069
ER,0.0031,190,0.0189
ER,0.0031,191,0.0051
ER,0.0031,192,0.0024
ER,0.0031,193,0.0123
ER,0.0031,194,0.0087
ER,0.0031,195,0.0104
ER,0.0031,196,0.0272
ER,0.0031,197,0.0079
ER,0.0031,198,0.0139
ER,0.0031,199,0.017
BA,0.0031,0,0.1016
BA,0.0031,1,0.0734
BA,0.0031,2,0.1117
BA,0.0031,3,0.0069
BA,0.0031,4,0.1608
BA,0.0031,5,0.183
BA,0.0031,6,0.1411
BA,0.0031,7,0.1738
BA,0.0031,8,0.0357
BA,0.0031,9,0.1523
BA,0.0031,10,0.1402
BA,0.0031,11,0.1813
BA,0.0031,12,0.1775
BA,0.0031,13,0.1719
BA,0.0031,14,0.1544
BA,0.0031,15,0.1529
BA,0.0031,16,0.1749
BA,0.0031,17,0.1609
BA,0.0031,18,0.1168
BA,0.0031,19,0.1646
BA,0.0031,20,0.1828
BA,0.0031,21,0.181
BA,0.0031,22,0.1741
BA,0.0031,23,0.1643
BA,0.0031,24,0.1611
BA,0.0031,25,0.1668
BA,0.0031,26,0.1538
BA,0.0031,27,0.1668
BA,0.0031,28,0.0275
BA,0.0031,29,0.1748
BA,0.0031,30,0.1267
BA,0.0031,31,0.1499
BA,0.0031,32,0.152
BA,0.0031,33,0.1654
BA,0.0031,34,0.1511
BA,0.0031,35,0.1638
BA,0.0031,36,0.1526
BA,0.0031,37,0.1831
BA,0.0031,38,0.1033
BA,0.0031,39,0.1282
BA,0.0031,40,0.1436
BA,0.0031,41,0.1415
BA,0.0031,42,0.1675
BA,0.0031,43,0.1398
BA,0.0031,44,0.1418
BA,0.0031,45,0.1052
BA,0.0031,46,0.1793
BA,0.0031,47,0.1743
BA,0.0031,48,0.1539
BA,0.0031,49,0.1642
BA,0.0031,50,0.1593
BA,0.0031,51,0.1489
BA,0.0031,52,0.1658
BA,0.0031,53,0.1673
BA,0.0031,54,0.1693
BA,0.0031,55,0.1682
BA,0.0031,56,0.1668
BA,0.0031,57,0.1835
BA,0.0031,58,0.1677
BA,0.0031,59,0.1722
BA,0.0031,60,0.1877
BA,0.0031,61,0.1713
BA,0.0031,62,0.182
BA,0.0031,63,0.1384
BA,0.0031,64,0.1158
BA,0.0031,65,0.1597
BA,0.0031,66,0.1596
BA,0.0031,67,0.1716
BA,0.0031,68,0.1665
BA,0.0031,69,0.1595
BA,0.0031,70,0.1396
BA,0.0031,71,0.0845
BA,0.0031,72,0.1297
BA,0.0031,73,0.1695
BA,0.0031,74,0.1753
BA,0.0031,75,0.1391
BA,0.0031,76,0.1495
BA,0.0031,77,0.1723
BA,0.0031,78,0.1588
BA,0.0031,79,0.1677
BA,0.0031,80,0.1032
BA,0.0031,81,0.0693
BA,0.0031,82,0.1833
BA,0.0031,83,0.1442
BA,0.0031,84,0.1762
BA,0.0031,85,0.0824
BA,0.0031,86,0.1646
BA,0.0031,87,0.166
BA,0.0031,88,0.1613
BA,0.0031,89,0.1625
BA,0.0031,90,0.1384
BA,0.0031,91,0.1608
BA,0.0031,92,0.1763
BA,0.0031,93,0.1499
BA,0.0031,94,0.1499
BA,0.0031,95,0.1599
BA,0.0031,96,0.1757
BA,0.0031,97,0.129
BA,0.0031,98,0.1432
BA,0.0031,99,0.1497
BA,0.0031,100,0.1204
BA,0.0031,101,0.158
BA,0.0031,102,0.1757
BA,0.0031,103,0.147
BA,0.0031,104,0.1715
BA,0.0031,105,0.0467
BA,0.0031,106,0.1655
BA,0.0031,107,0.0244
BA,0.0031,108,0.0155
BA,0.0031,109,0.0314
BA,0.0031,110,0.1443
BA,0.0031,111,0.1548
BA,0.0031,112,0.1967
BA,0.0031,113,0.1043
BA,0.0031,114,0.1387
BA,0.0031,115,0.1445
BA,0.0031,116,0.1701
BA,0.0031,117,0.1687
BA,0.0031,118,0.1613
BA,0.0031,119,0.1402
BA,0.0031,120,0.1425
BA,0.0031,121,0.1748
BA,0.0031,122,0.1611
BA,0.0031,123,0.1482
BA,0.0031,124,0.142
BA,0.0031,125,0.1724
BA,0.0031,126,0.1309
BA,0.0031,127,0.1741
BA,0.0031,128,0.1515
BA,0.0031,129,0.0229
BA,0.0031,130,0.1669
BA,0.0031,131,0.16
BA,0.0031,132,0.1599
BA,0.0031,133,0.125
BA,0.0031,134,0.1683
BA,0.0031,135,0.1556
BA,0.0031,136,0.1486
BA,0.0031,137,0.1489
BA,0.0031,138,0.1638
BA,0.0031,139,0.1589
BA,0.0031,140,0.0789
BA,0.0031,141,0.1708
BA,0.0031,142,0.1392
BA,0.0031,143,0.1721
BA,0.0031,144,0.1697
BA,0.0031,145,0.1573
BA,0.0031,146,0.1232
BA,0.0031,147,0.1743
BA,0.0031,148,0.1441
BA,0.0031,149,0.133
BA,0.0031,150,0.1899
BA,0.0031,151,0.1426
BA,0.0031,152,0.1759
BA,0.0031,153,0.1736
BA,0.0031,154,0.1483
BA,0.0031,155,0.1751
BA,0.0031,156,0.1634
BA,0.0031,157,0.1679
BA,0.0031,158,0.1738
BA,0.0031,159,0.1644
BA,0.0031,160,0.1743
BA,0.0031,161,0.1859
BA,0.0031,162,0.1749
BA,0.0031,163,0.1774
BA,0.0031,164,0.1825
BA,0.0031,165,0.184
BA,0.0031,166,0.1528
BA,0.0031,167,0.162
BA,0.0031,168,0.172
BA,0.0031,169,0.1644
BA,0.0031,170,0.1674
BA,0.0031,171,0.1642
BA,0.0031,172,0.1521
BA,0.0031,173,0.1414
BA,0.0031,174,0.1729
BA,0.0031,175,0.1512
BA,0.0031,176,0.104
BA,0.0031,177,0.1614
BA,0.0031,178,0.1699
BA,0.0031,179,0.1768
BA,0.0031,180,0.1146
BA,0.0031,181,0.1436
BA,0.0031,182,0.1758
BA,0.0031,183,0.1426
BA,0.0031,184,0.1408
BA,0.0031,185,0.1822
