network,beta,run,peak
ER,0.0058,124,0.2542
ER,0.0058,125,0.3024
ER,0.0058,126,0.293
ER,0.0058,127,0.3084
ER,0.0058,128,0.2517
ER,0.0058,129,0.3065
ER,0.0058,130,0.3089
ER,0.0058,131,0.2924
ER,0.0058,132,0.3048
ER,0.0058,133,0.3089
ER,0.0058,134,0.2593
ER,0.0058,135,0.3014
ER,0.0058,136,0.2437
ER,0.0058,137,0.2857
ER,0.0058,138,0.2134
ER,0.0058,139,0.2152
ER,0.0058,140,0.3031
ER,0.0058,141,0.2593
ER,0.0058,142,0.3019
ER,0.0058,143,0.1369
ER,0.0058,144,0.2771
ER,0.0058,145,0.2642
ER,0.0058,146,0.2143
ER,0.0058,147,0.2103
ER,0.0058,148,0.2419
ER,0.0058,149,0.2752
ER,0.0058,150,0.2211
ER,0.0058,151,0.2786
ER,0.0058,152,0.2587
ER,0.0058,153,0.3042
ER,0.0058,154,0.3005
ER,0.0058,155,0.3069
ER,0.0058,156,0.2856
ER,0.0058,157,0.2694
ER,0.0058,158,0.2378
ER,0.0058,159,0.266
ER,0.0058,160,0.1494
ER,0.0058,161,0.2925
ER,0.0058,162,0.2295
ER,0.0058,163,0.287
ER,0.0058,164,0.2415
ER,0.0058,165,0.2621
ER,0.0058,166,0.2914
ER,0.0058,167,0.2626
ER,0.0058,168,0.2681
ER,0.0058,169,0.2789
ER,0.0058,170,0.2724
ER,0.0058,171,0.2669
ER,0.0058,172,0.2514
ER,0.0058,173,0.2263
ER,0.0058,174,0.256
ER,0.0058,175,0.2763
ER,0.0058,176,0.2421
ER,0.0058,177,0.232
ER,0.0058,178,0.2992
ER,0.0058,179,0.2959
ER,0.0058,180,0.2657
ER,0.0058,181,0.2542
ER,0.0058,182,0.232
ER,0.0058,183,0.2866
ER,0.0058,184,0.2542
ER,0.0058,185,0.2303
ER,0.0058,186,0.2843
ER,0.0058,187,0.254
ER,0.0058,188,0.2948
ER,0.0058,189,0.3
ER,0.0058,190,0.2699
ER,0.0058,191,0.2675
ER,0.0058,192,0.2503
ER,0.0058,193,0.3202
ER,0.0058,194,0.1832
ER,0.0058,195,0.3198
ER,0.0058,196,0.2582
ER,0.0058,197,0.2263
ER,0.0058,198,0.2856
ER,0.0058,199,0.2393
BA,0.0058,0,0.3162
BA,0.0058,1,0.3225
BA,0.0058,2,0.3222
BA,0.0058,3,0.3227
BA,0.0058,4,0.321
BA,0.0058,5,0.3153
BA,0.0058,6,0.3135
BA,0.0058,7,0.3187
BA,0.0058,8,0.3183
BA,0.0058,9,0.3111
BA,0.0058,10,0.3185
BA,0.0058,11,0.3156
BA,0.0058,12,0.3119
BA,0.0058,13,0.3007
BA,0.0058,14,0.3094
BA,0.0058,15,0.2993
BA,0.0058,16,0.3122
BA,0.0058,17,0.317
BA,0.0058,18,0.3196
BA,0.0058,19,0.3237
BA,0.0058,20,0.3187
BA,0.0058,21,0.3194
BA,0.0058,22,0.3124
BA,0.0058,23,0.3106
BA,0.0058,24,0.3115
BA,0.0058,25,0.3215
BA,0.0058,26,0.3037
BA,0.0058,27,0.3061
BA,0.0058,28,0.3299
BA,0.0058,29,0.315
BA,0.0058,30,0.3212
BA,0.0058,31,0.3059
BA,0.0058,32,0.3121
BA,0.0058,33,0.3142
BA,0.0058,34,0.3159
BA,0.0058,35,0.3173
BA,0.0058,36,0.315
BA,0.0058,37,0.3247
BA,0.0058,38,0.3102
BA,0.0058,39,0.3227
BA,0.0058,40,0.3099
BA,0.0058,41,0.3146
BA,0.0058,42,0.2984
BA,0.0058,43,0.3047
BA,0.0058,44,0.3168
BA,0.0058,45,0.3139
BA,0.0058,46,0.3056
BA,0.0058,47,0.3238
BA,0.0058,48,0.303
BA,0.0058,49,0.3144
BA,0.0058,50,0.3275
BA,0.0058,51,0.3074
BA,0.0058,52,0.3175
BA,0.0058,53,0.3001
BA,0.0058,54,0.3127
BA,0.0058,55,0.3204
BA,0.0058,56,0.3221
BA,0.0058,57,0.3147
BA,0.0058,58,0.3152
BA,0.0058,59,0.3308
BA,0.0058,60,0.3159
BA,0.0058,61,0.3172
BA,0.0058,62,0.3165
BA,0.0058,63,0.3167
BA,0.0058,64,0.3215
BA,0.0058,65,0.3279
BA,0.0058,66,0.3082
BA,0.0058,67,0.3295
BA,0.0058,68,0.3197
BA,0.0058,69,0.3167
BA,0.0058,70,0.3142
BA,0.0058,71,0.3066
BA,0.0058,72,0.3096
BA,0.0058,73,0.3208
BA,0.0058,74,0.3149
BA,0.0058,75,0.3193
BA,0.0058,76,0.3181
BA,0.0058,77,0.3153
BA,0.0058,78,0.3161
BA,0.0058,79,0.3096
BA,0.0058,80,0.3101
BA,0.0058,81,0.3018
BA,0.0058,82,0.3173
BA,0.0058,83,0.3137
BA,0.0058,84,0.3183
BA,0.0058,85,0.3034
BA,0.0058,86,0.3156
BA,0.0058,87,0.3284
BA,0.0058,88,0.3169
BA,0.0058,89,0.3264
BA,0.0058,90,0.3129
BA,0.0058,91,0.321
BA,0.0058,92,0.3145
BA,0.0058,93,0.3199
BA,0.0058,94,0.3077
BA,0.0058,95,0.3243
BA,0.0058,96,0.3295
BA,0.0058,97,0.3133
BA,0.0058,98,0.3165
BA,0.0058,99,0.3197
BA,0.0058,100,0.3382
BA,0.0058,101,0.317
BA,0.0058,102,0.3061
BA,0.0058,103,0.3047
BA,0.0058,104,0.3204
BA,0.0058,105,0.3156
BA,0.0058,106,0.3266
BA,0.0058,107,0.3092
BA,0.0058,108,0.3089
BA,0.0058,109,0.3115
BA,0.0058,110,0.309
BA,0.0058,111,0.3148
BA,0.0058,112,0.3222
BA,0.0058,113,0.3169
BA,0.0058,114,0.3223
BA,0.0058,115,0.322
BA,0.0058,116,0.3129
BA,0.0058,117,0.3272
BA,0.0058,118,0.3131
BA,0.0058,119,0.3115
BA,0.0058,120,0.3115
BA,0.0058,121,0.3154
BA,0.0058,122,0.3161
BA,0.0058,123,0.3186
BA,0.0058,124,0.3214
BA,0.0058,125,0.3159
BA,0.0058,126,0.3208
BA,0.0058,127,0.3265
BA,0.0058,128,0.3052
BA,0.0058,129,0.3145
BA,0.0058,130,0.3149
BA,0.0058,131,0.3272
BA,0.0058,132,0.341
BA,0.0058,133,0.3058
BA,0.0058,134,0.3203
BA,0.0058,135,0.3229
BA,0.0058,136,0.3226
BA,0.0058,137,0.33
BA,0.0058,138,0.3187
BA,0.0058,139,0.3142
BA,0.0058,140,0.3177
BA,0.0058,141,0.3164
BA,0.0058,142,0.3138
BA,0.0058,143,0.3266
BA,0.0058,144,0.3171
BA,0.0058,145,0.3172
BA,0.0058,146,0.3087
BA,0.0058,147,0.3231
BA,0.0058,148,0.3197
BA,0.0058,149,0.3182
BA,0.0058,150,0.3052
BA,0.0058,151,0.3174
BA,0.0058,152,0.3022
BA,0.0058,153,0.3146
BA,0.0058,154,0.317
BA,0.0058,155,0.3097
BA,0.0058,156,0.3241
BA,0.0058,157,0.3071
BA,0.0058,158,0.3187
BA,0.0058,159,0.3274
BA,0.0058,160,0.3134
BA,0.0058,161,0.314
BA,0.0058,162,0.313
BA,0.0058,163,0.3066
BA,0.0058,164,0.3047
BA,0.0058,165,0.3124
BA,0.0058,166,0.3058
BA,0.0058,167,0.3108
BA,0.0058,168,0.327
BA,0.0058,169,0.3226
BA,0.0058,170,0.3132
BA,0.0058,171,0.3009
BA,0.0058,172,0.323
BA,0.0058,173,0.317
BA,0.0058,174,0.3236
BA,0.0058,175,0.3167
BA,0.0058,176,0.321
BA,0.0058,177,0.3238
BA,0.0058,178,0.3152
BA,0.0058,179,0.3141
BA,0.0058,180,0.3144
BA,0.0058,181,0.3166
BA,0.0058,182,0.3138
BA,0.0058,183,0.312
BA,0.0058,184,0.3199
BA,0.0058,185,0.3096
BA,0.0058,186,0.3052
BA,0.0058,187,0.3023
BA,0.0058,188,0.3045
BA,0.0058,189,0.3307
BA,0.0058,190,0.3177
BA,0.0058,191,0.3094
BA,0.0058,192,0.3105
BA,0.0058,193,0.3134
BA,0.0058,194,0.3165
BA,0.0058,195,0.3183
BA,0.0058,196,0.3098
BA,0.0058,197,0.316
BA,0.0058,198,0.3087
BA,0.0058,199,0.3165
